document_id,name,identifiers,location,site_type,date,nfix_method,substrate_type,sample_depth,additional_details,attribute,value,units
R172,"Moreton bay, Australia",,"(-27.633333, 153.4166667)",seagrasses,1986-12,ARA,benthos,,,nfix_rate,33.0,umol-c2h4 m-2 h-1
R172,"Moreton bay, Australia",,"(-27.633333, 153.4166667)",seagrasses,1986-12,ARA,benthos,,,nfix_rate,31.0,umol-c2h4 m-2 h-1
R172,"Moreton bay, Australia",,"(-27.633333, 153.4166667)",seagrasses,1986-12,ARA,benthos,,,nfix_rate,14.0,umol-c2h4 m-2 h-1
R172,"Moreton bay, Australia",,"(-27.633333, 153.4166667)",seagrasses,1986-12,ARA,benthos,,,nfix_rate,5.1,umol-c2h4 m-2 h-1
R172,"Moreton bay, Australia",,"(-27.633333, 153.4166667)",seagrasses,1986-12,ARA,benthos,,,nfix_rate,1.4,umol-c2h4 m-2 h-1
R172,"Moreton bay, Australia",,"(-27.633333, 153.4166667)",seagrasses,1986-12,ARA,benthos,,,nfix_rate,0.3,umol-c2h4 m-2 h-1
R172,"Moreton bay, Australia",,"(-27.633333, 153.4166667)",seagrasses,1986,15N2,benthos,,,nfix_rate,35.0,umol-n m-2 h-1
R172,"Moreton bay, Australia",,"(-27.633333, 153.4166667)",seagrasses,1986,15N2,benthos,,,nfix_rate,6.0,umol-n m-2 h-1
R172,"Moreton bay, Australia",,"(-27.633333, 153.4166667)",seagrasses,1986,15N2,benthos,,,nfix_rate,0.9,umol-n m-2 h-1
R172,"Moreton bay, Australia",,"(-27.633333, 153.4166667)",seagrasses,1986,15N2,benthos,,,nfix_rate,8.7,umol-n m-2 h-1
R244,Lle auz Oseaux - central region of Bassin d Arcachon,,"(44.697691, -1.177323)",seagrasses,1995-06,ARA,benthos,,,nfix_rate,7.66,umol-c2h4 m-2 h-1
R244,Lle auz Oseaux - central region of Bassin d Arcachon,,"(44.697691, -1.177323)",seagrasses,1995-06,ARA,benthos,,,nfix_rate,4.17,umol-c2h4 m-2 h-1
R244,Lle auz Oseaux - central region of Bassin d Arcachon,,"(44.697691, -1.177323)",seagrasses,1994-10,ARA,benthos,,,nfix_rate,54.5,umol-c2h4 m-2 h-1
R244,Lle auz Oseaux - central region of Bassin d Arcachon,,"(44.697691, -1.177323)",seagrasses,1994-10,ARA,benthos,,,nfix_rate,5.0,umol-c2h4 m-2 h-1
R38,Northern Gulf of Aqaba,,"(29.45, 34.9667)",seagrasses,2013-02,ARA,benthos,10.0,,nfix_rate,0.06,mmol-n m-2 d-1
R38,Northern Gulf of Aqaba,,"(29.45, 34.9667)",seagrasses,2013-04,ARA,benthos,10.0,,nfix_rate,0.42,mmol-n m-2 d-1
R38,Northern Gulf of Aqaba,,"(29.45, 34.9667)",seagrasses,2013-09,ARA,benthos,10.0,,nfix_rate,4.6,mmol-n m-2 d-1
R38,Northern Gulf of Aqaba,,"(29.45, 34.9667)",seagrasses,2013-11,ARA,benthos,10.0,,nfix_rate,0.4,mmol-n m-2 d-1
R171,Bay of Arcachon,,"(44.697128, -1.167539)",seagrasses,1997-06-25,ARA,benthos,0.03,,nfix_rate,0.117,nmol-n cm-3 h-1
R156,Groote Eylandt reef flat,,"(-13.789127, 136.4882)",tidal flats,1986-11,ARA,benthos,0.07,,nfix_rate,16.0,mg-n m-2 d-1
R156,Groote Eylandt reef flat,,"(-13.789127, 136.4882)",tidal flats,1987-02,ARA,benthos,0.07,,nfix_rate,15.0,mg-n m-2 d-1
R1,Giralia Bay,,"(-22.436944, 114.3461111)",tidal flats,2008-03-24,ARA,benthos,0.04,,nfix_rate,2.3,nmol-n cm-2 h-1
R1,Giralia Bay,,"(-22.436944, 114.3461111)",tidal flats,2008-03-24,ARA,benthos,0.04,,nfix_rate,2.6,nmol-n cm-2 h-1
R1,Giralia Bay,,"(-22.436944, 114.3461111)",tidal flats,2008-03-26,ARA,benthos,0.04,,nfix_rate,1.6,nmol-n cm-2 h-1
R1,Giralia Bay,,"(-22.436944, 114.3461111)",tidal flats,2008-03-27,ARA,benthos,0.04,,nfix_rate,2.7,nmol-n cm-2 h-1
R1,Giralia Bay,,"(-22.436944, 114.3461111)",tidal flats,2008-03-28,ARA,benthos,0.04,,nfix_rate,0.57,nmol-n cm-2 h-1
R121,Kiwayuu station point 27,,"(-2.01868461, 41.2860269)",continental shelves,1992-11,ARA,other,0.2,,nfix_rate,86.9,umol-n2 m-2 d-1
R121,Kiwayuu station point 28,,"(-2.02729581, 41.3315075)",continental shelves,1992-11,ARA,other,0.2,,nfix_rate,22.5,umol-n2 m-2 d-1
R121,Sabaki station point 08,,"(-3.1541067, 40.144013)",continental shelves,1992-11,ARA,other,0.2,,nfix_rate,0.4,umol-n2 m-2 d-1
R121,Sabaki station point 11,,"(-3.15374199, 40.1985574)",continental shelves,1992-11,ARA,other,0.2,,nfix_rate,2.6,umol-n2 m-2 d-1
R121,Sabaki station point 17,,"(-3.15103706, 40.6030946)",continental shelves,1992-11,ARA,other,0.2,,nfix_rate,23.6,umol-n2 m-2 d-1
R121,Sabaki station point 18,,"(-3.14872723, 40.9485422)",continental shelves,1992-11,ARA,other,0.2,,nfix_rate,0.1,umol-n2 m-2 d-1
R121,Gazi station point 03,,"(-4.37500253, 39.5522582)",continental shelves,1992-11,ARA,other,0.2,,nfix_rate,2.3,umol-n2 m-2 d-1
R121,Gazi station point 03 during surface bloom,,"(-4.37500253, 39.5522582)",continental shelves,1992-11,ARA,other,0.2,,nfix_rate,15695.5,umol-n2 m-2 d-1
R121,Gazi station point 05,,"(-4.36945084, 39.7158777)",continental shelves,1992-11,ARA,other,0.2,,nfix_rate,0.7,umol-n2 m-2 d-1
R171,Bay of Arcachon,,"(44.697128, -1.167539)",estuaries,1997-06-25,ARA,other,0.03,,nfix_rate,0.008,nmol-n cm-3 h-1
R171,Bay of Arcachon,,"(44.697128, -1.167539)",estuaries,1997-06-25,ARA,other,0.03,,nfix_rate,0.046,nmol-n cm-3 h-1
R171,Bay of Arcachon,,"(44.697128, -1.167539)",estuaries,1997-06-25,ARA,other,0.12,,nfix_rate,0.876,nmol-n cm-3 h-1
R171,Bay of Arcachon,,"(44.697128, -1.167539)",estuaries,1997-06-25,ARA,other,0.12,,nfix_rate,0.037,nmol-n cm-3 h-1
R84,"Wilmington and Morehead City, North Carolina",,"(34.479695, -77.472247)",estuaries,2010-05,ARA,other,,,nfix_rate,0.6,ug-n g-1 h-1
R84,"Wilmington and Morehead City, North Carolina",,"(34.479695, -77.472247)",estuaries,2010-05,ARA,other,,,nfix_rate,0.09,ug-n g-1 h-1
R156,Weipa seagrass bed,,"(-12.648099, 141.811)",estuaries,1986-11,ARA,other,0.12,,nfix_rate,4.2,mg-n m-2 d-1
R156,Weipa seagrass bed,,"(-12.648099, 141.811)",estuaries,1986-11,ARA,other,0.12,,nfix_rate,0.3,mg-n m-2 d-1
R156,Weipa seagrass bed,,"(-12.648099, 141.811)",estuaries,1986-11,ARA,other,0.12,,nfix_rate,0.1,mg-n m-2 d-1
R156,Weipa seagrass bed,,"(-12.648099, 141.811)",estuaries,1986-11,ARA,other,0.12,,nfix_rate,0.1,ug-n g-1 d-1
R33,Seno Skyring (SKY),,"(-52.508667, -72.127278)",freshwater wetlands,2014-04,15N2,other,,,nfix_rate,1.02,umol-n g-1 d-1
R33,Seno Obstruccion (OBS),,"(-52.135907, -72.446037)",freshwater wetlands,2014-04,15N2,other,,,nfix_rate,1.25,umol-n g-1 d-1
R33,SKY & OBS average,,"(-52.508667, -72.127278)",freshwater wetlands,2014-04,15N2,other,,,nfix_rate,3.09,umol-n g-1 d-1
R33,SKY & OBS average,,"(-52.508667, -72.127278)",freshwater wetlands,2014-04,15N2,other,,,nfix_rate,2.47,umol-n g-1 d-1
R33,SKY & OBS average,,"(-52.508667, -72.127278)",freshwater wetlands,2014-04,15N2,other,,,nfix_rate,3.94,umol-n g-1 d-1
R33,Seno Skyring (SKY),,"(-52.508667, -72.127278)",freshwater wetlands,2014-04,ARA,other,,,nfix_rate,2.43,umol-c2h4 g-1 d-1
R33,Seno Obstruccion (OBS),,"(-52.135907, -72.446037)",freshwater wetlands,2014-04,ARA,other,,,nfix_rate,1.68,umol-c2h4 g-1 d-1
R33,SKY & OBS average,,"(-52.508667, -72.127278)",freshwater wetlands,2014-04,ARA,other,,,nfix_rate,0.0,umol-c2h4 g-1 d-1
R33,SKY & OBS average,,"(-52.508667, -72.127278)",freshwater wetlands,2014-04,ARA,other,,,nfix_rate,2.35,umol-c2h4 g-1 d-1
R33,SKY & OBS average,,"(-52.508667, -72.127278)",freshwater wetlands,2014-04,ARA,other,,,nfix_rate,18.01,umol-c2h4 g-1 d-1
R39,Pond San Nicolas,,"(-27.45, -58.91667)",lakes,1990-04,ARA,other,,,nfix_rate,0.37,umol-n2 g-1 d-1
R39,Pond San Nicolas,,"(-27.45, -58.91667)",lakes,1990-04,ARA,other,,,nfix_rate,0.17,umol-n2 g-1 d-1
R39,Pond Baltazar,,"(-27.45, -58.91667)",lakes,1991-01,ARA,other,,,nfix_rate,3.18,umol-n2 g-1 d-1
R39,Pond Baltazar,,"(-27.45, -58.91667)",lakes,1991-01,ARA,other,,,nfix_rate,0.54,umol-n2 g-1 d-1
R43,Kings Creek N4D,,"(39.08785, -96.58445)",rivers,2003,ARA,other,,,nfix_rate,81.9,fmol-n g-1 h-1
R43,Kings Creek N4D,,"(39.08785, -96.58445)",rivers,2003,ARA,other,,,nfix_rate,63.3,fmol-n g-1 h-1
R43,Kings Creek K2A,,"(39.100133, -96.57423333)",rivers,2004,ARA,other,,,nfix_rate,9.2,fmol-n g-1 h-1
R152,Apr,,"(34.724813, -76.659535)",salt marshes,2002-04-24,ARA,other,,,nfix_rate,56.5,nmol-c2h4 cm-2 h-1
R152,Jun,,"(34.724813, -76.659535)",salt marshes,2002-04-25,ARA,other,,,nfix_rate,72.1,nmol-c2h4 cm-2 h-1
R152,Jul,,"(34.724813, -76.659535)",salt marshes,2002-04-26,ARA,other,,,nfix_rate,34.2,nmol-c2h4 cm-2 h-1
R152,Aug,,"(34.724813, -76.659535)",salt marshes,2002-04-27,ARA,other,,,nfix_rate,16.3,nmol-c2h4 cm-2 h-1
R152,Sep,,"(34.724813, -76.659535)",salt marshes,2002-04-28,ARA,other,,,nfix_rate,17.1,nmol-c2h4 cm-2 h-1
R152,Oct,,"(34.724813, -76.659535)",salt marshes,2002-04-29,ARA,other,,,nfix_rate,14.6,nmol-c2h4 cm-2 h-1
R156,Groote Eylandt open bay,,"(-13.789127, 136.567)",salt marshes,1987-02,ARA,other,0.12,,nfix_rate,2.2,mg-n m-2 d-1
R156,Groote Eylandt open bay,,"(-13.789127, 136.567)",salt marshes,1987-02,ARA,other,0.12,,nfix_rate,2.6,mg-n m-2 d-1
R156,Groote Eylandt open bay,,"(-13.789127, 136.567)",salt marshes,1987-02,ARA,other,0.12,,nfix_rate,4.1,ug-n g-1 d-1
R172,"Moreton bay, Australia",,"(-27.633333, 153.4166667)",seagrasses,1986,15N2,other,,,nfix_rate,61.0,umol-n m-2 h-1
R172,"Moreton bay, Australia",,"(-27.633333, 153.4166667)",seagrasses,1986,15N2,other,,,nfix_rate,8.5,umol-n m-2 h-1
R156,Groote Eylandt reef flat,,"(-13.789127, 136.4882)",tidal flats,1987-02,ARA,other,0.08,,nfix_rate,0.3,mg-n m-2 d-1
R156,Groote Eylandt reef flat,,"(-13.789127, 136.4882)",tidal flats,1987-02,ARA,other,0.08,,nfix_rate,1.6,mg-n m-2 d-1
R156,Groote Eylandt reef flat,,"(-13.789127, 136.4882)",tidal flats,1987-02,ARA,other,0.08,,nfix_rate,3.7,ug-n g-1 d-1
R221,Northeastern Chukchi Sea Shelf,,"(71.251, -163.197)",continental shelves,2010-07-25,N2/Ar,benthos,46.0,,nfix_rate,-27.0,umol-n2 m-2 h-1
R221,Northeastern Chukchi Sea Shelf,,"(71.251, -163.197)",continental shelves,2010-07-25,N2/Ar,benthos,46.0,,nfix_rate,-27.0,umol-n2 m-2 h-1
R78,"Narragansett Bay, RI",,"(41.588333, -71.371667)",estuaries,2011-06,N2/Ar,benthos,,,nfix_rate,-10.3,umol-n m-2 h-1
R194,24-Jun-08,,"(41.580028, -70.525069)",estuaries,2008-06-24,N2/Ar,benthos,,,nfix_rate,-0.768,mmol-n m-2 h-1
R194,25-Jun-08,,"(41.580028, -70.525069)",estuaries,2008-06-25,N2/Ar,benthos,,,nfix_rate,-0.173,mmol-n m-2 h-1
R76,Narragansett Bay,,"(41.778333, -71.38)",estuaries,2006,N2/Ar,benthos,7.0,,nfix_rate,-25.0,umol-n m-2 h-1
R76,Narragansett Bay,,"(41.778333, -71.38)",estuaries,2006,N2/Ar,benthos,7.0,,nfix_rate,-245.0,umol-n m-2 h-1
R76,Narragansett Bay,,"(41.718333, -71.36)",estuaries,2006,N2/Ar,benthos,7.0,,nfix_rate,-30.0,umol-n m-2 h-1
R76,Narragansett Bay,,"(41.72, -71.30833333)",estuaries,2006,N2/Ar,benthos,7.0,,nfix_rate,-135.0,umol-n m-2 h-1
R76,Narragansett Bay,,"(41.72, -71.30833333)",estuaries,2006,N2/Ar,benthos,7.0,,nfix_rate,-650.0,umol-n m-2 h-1
R76,Narragansett Bay,,"(41.588333, -71.37166667)",estuaries,2006,N2/Ar,benthos,7.0,,nfix_rate,-75.0,umol-n m-2 h-1
R76,Narragansett Bay,,"(41.588333, -71.37166667)",estuaries,2006,N2/Ar,benthos,7.0,,nfix_rate,-276.0,umol-n m-2 h-1
R105,"Gainsville, FL USA",,"(29.64752, -82.3136)",lakes,2019-01,N2/Ar,benthos,1.875,,nfix_rate,-0.39,mg-n m-2 h-1
R105,"Gainsville, FL USA",,"(29.65419, -82.38285)",lakes,2019-01,N2/Ar,benthos,1.875,,nfix_rate,-0.72,mg-n m-2 h-1
R105,"Miami, FL USA",,"(25.72118, -80.46256)",lakes,2019-01,N2/Ar,benthos,0.625,,nfix_rate,-0.48,mg-n m-2 h-1
R105,"Miami, FL USA",,"(25.69417, -80.43774)",lakes,2019-01,N2/Ar,benthos,0.625,,nfix_rate,-0.29,mg-n m-2 h-1
R105,"Miami, FL USA",,"(25.71638, -80.45018)",lakes,2019-06,N2/Ar,benthos,0.875,,nfix_rate,-0.28,mg-n m-2 h-1
R144,"Lake Taihu, China",,"(31.374645, 120.173805)",lakes,2002-09-26,N2/Ar,benthos,2.8,,nfix_rate,-14.0,umol-n m-2 h-1
R235,Plum Island Estuary Long Term Ecological Research Site-Reference,,"(42.733333, -70.83333333)",salt marshes,2011-06,N2/Ar,benthos,0.15,,nfix_rate,-70.2,umol-n m-2 h-1
R219,Chukchi Sea Station 1,,"(71.3444, -156.6902)",continental shelves,2011-08-18,15N2,wc,4.0,,nfix_rate,5.7,nmol-n l-1 d-1
R219,Chukchi Sea Station 2,,"(71.3444, -156.6902)",continental shelves,2011-08-18,15N2,wc,8.0,,nfix_rate,17.2,nmol-n l-1 d-1
R219,Chukchi Sea Station 3,,"(71.3433, -156.6583)",continental shelves,2011-08-18,15N2,wc,2.0,,nfix_rate,3.5,nmol-n l-1 d-1
R219,Chukchi Sea Station 4,,"(71.3444, -156.6902)",continental shelves,2011-08-18,15N2,wc,8.0,,nfix_rate,4.4,nmol-n l-1 d-1
R219,Chukchi Sea Station 8,,"(71.3172, -156.855)",continental shelves,2011-08-18,15N2,wc,8.0,,nfix_rate,7.7,nmol-n l-1 d-1
R219,Walakpa Bay Station 5,,"(71.1188, -156.9066)",estuaries,2011-08-18,15N2,wc,0.0,,nfix_rate,4.9,nmol-n l-1 d-1
R219,Walakpa Bay Station 6,,"(71.1291, -157.0194)",estuaries,2011-08-18,15N2,wc,0.0,,nfix_rate,5.4,nmol-n l-1 d-1
R219,Walakpa Bay Station 7,,"(71.1458, -157.0625)",estuaries,2011-08-18,15N2,wc,0.0,,nfix_rate,5.6,nmol-n l-1 d-1
R9,HAY,,"(-13.66, 143.685)",continental shelves,2001-09,ARA,benthos,0.2,,nfix_rate,132.0,umol-n m-2 d-1
R9,HAN,,"(-13.853333, 143.7083333)",continental shelves,2001-09,ARA,benthos,0.2,,nfix_rate,181.0,umol-n m-2 d-1
R9,BUK,,"(-13.935, 143.7416667)",continental shelves,2001-09,ARA,benthos,0.2,,nfix_rate,374.0,umol-n m-2 d-1
R9,PCB,,"(-14.34, 144.12)",continental shelves,2001-09,ARA,benthos,0.2,,nfix_rate,308.0,umol-n m-2 d-1
R9,HIG,,"(-17.15, 145.9933333)",continental shelves,2001-09,ARA,benthos,0.2,,nfix_rate,70.0,umol-n m-2 d-1
R9,RUS,,"(-17.225, 146.0833333)",continental shelves,2001-09,ARA,benthos,0.2,,nfix_rate,191.0,umol-n m-2 d-1
R9,HAY,,"(-13.66, 143.685)",continental shelves,2002-09,ARA,benthos,0.2,,nfix_rate,0.0,umol-n m-2 d-1
R9,HAN,,"(-13.853333, 143.7083333)",continental shelves,2002-09,ARA,benthos,0.2,,nfix_rate,0.0,umol-n m-2 d-1
R9,BUK,,"(-13.935, 143.7416667)",continental shelves,2002-09,ARA,benthos,0.2,,nfix_rate,0.0,umol-n m-2 d-1
R9,PCB,,"(-14.34, 144.12)",continental shelves,2002-09,ARA,benthos,0.2,,nfix_rate,72.0,umol-n m-2 d-1
R9,LOW,,"(-16.383333, 145.555)",continental shelves,2002-09,ARA,benthos,0.2,,nfix_rate,313.0,umol-n m-2 d-1
R9,CNS,,"(-16.823333, 145.79)",continental shelves,2002-09,ARA,benthos,0.2,,nfix_rate,0.0,umol-n m-2 d-1
R9,HIG,,"(-17.15, 145.9933333)",continental shelves,2002-09,ARA,benthos,0.2,,nfix_rate,0.0,umol-n m-2 d-1
R9,RUS,,"(-17.225, 146.0833333)",continental shelves,2002-09,ARA,benthos,0.2,,nfix_rate,93.0,umol-n m-2 d-1
R9,HAY,,"(-13.66, 143.685)",continental shelves,2003-02,ARA,benthos,0.2,,nfix_rate,0.0,umol-n m-2 d-1
R9,HAN,,"(-13.853333, 143.7083333)",continental shelves,2003-02,ARA,benthos,0.2,,nfix_rate,100.0,umol-n m-2 d-1
R9,BUK,,"(-13.935, 143.7416667)",continental shelves,2003-02,ARA,benthos,0.2,,nfix_rate,0.0,umol-n m-2 d-1
R9,PCB,,"(-14.34, 144.12)",continental shelves,2003-02,ARA,benthos,0.2,,nfix_rate,10.0,umol-n m-2 d-1
R9,LOW,,"(-16.383333, 145.555)",continental shelves,2003-02,ARA,benthos,0.2,,nfix_rate,54.0,umol-n m-2 d-1
R9,CNS,,"(-16.823333, 145.79)",continental shelves,2003-02,ARA,benthos,0.2,,nfix_rate,0.0,umol-n m-2 d-1
R9,HIG,,"(-17.15, 145.9933333)",continental shelves,2003-02,ARA,benthos,0.2,,nfix_rate,0.0,umol-n m-2 d-1
R9,RUS,,"(-17.225, 146.0833333)",continental shelves,2003-02,ARA,benthos,0.2,,nfix_rate,0.0,umol-n m-2 d-1
R9,FIZ,,"(-16.965, 145.9966667)",continental shelves,2000-07,ARA,benthos,0.2,,nfix_rate,0.0,umol-n m-2 d-1
R2,Alcudia Bay,,"(39.836667, 3.170833333)",seagrasses,2010-07-19,ARA,wc,,,nfix_rate,0.0356,ug-n m-3 h-1
R2,Alcudia Bay,,"(39.836667, 3.170833333)",seagrasses,2012-05-14,ARA,wc,,,nfix_rate,0.282,ug-n m-3 h-1
R2,Alcudia Bay,,"(39.836667, 3.170833333)",seagrasses,2010-07-19,ARA,other,,,nfix_rate,0.129,ug-n g-1 h-1
R2,Alcudia Bay,,"(39.836667, 3.170833333)",seagrasses,2012-05-14,ARA,other,,,nfix_rate,0.0703,ug-n g-1 h-1
R2,Alcudia Bay,,"(39.836667, 3.170833333)",seagrasses,2012-05-14,ARA,other,,,nfix_rate,15.2,mg-n m-2 d-1
R30,Beaufort Sea,,"(71.120723, -132.21301)",continental shelves,2008,15N2,wc,,,nfix_rate,0.14,nmol-n l-1 d-1
R30,Lancaster Sound,,"(74.248064, -88.428787)",continental shelves,2008,15N2,wc,,,nfix_rate,0.08,nmol-n l-1 d-1
R30,Baffin Bay,,"(76.568077, -72.983032)",continental shelves,2008,15N2,wc,,,nfix_rate,0.02,nmol-n l-1 d-1
R30,Gibbs Fjord,,"(71.070217, -71.332696)",continental shelves,2008,15N2,wc,,,nfix_rate,0.46,nmol-n l-1 d-1
R30,Kugmallit Bay,,"(69.432051, -133.315194)",estuaries,2008,15N2,wc,,,nfix_rate,1.36,nmol-n l-1 d-1
R30,Mackenzie River,,"(69.205088, -134.246941)",rivers,2008,15N2,wc,,,nfix_rate,4.45,nmol-n l-1 d-1
R45,South China Sea,,"(20.949203, 118.023756)",continental shelves,2009,15N2,wc,,,nfix_rate,45.3,umol-n m-2 d-1
R45,South China Sea,,"(20.949203, 118.023756)",continental shelves,2009,15N2,wc,,,nfix_rate,68.7,umol-n m-2 d-1
R69,Green Lake,,"(51.289256, -94.50055556)",lakes,1990,ARA,wc,1.5,,nfix_rate,28.0,umol-n m-2 d-1
R69,Orange Lake,,"(51.231717, -94.53638889)",lakes,1990,ARA,wc,1.5,,nfix_rate,12.0,umol-n m-2 d-1
R69,Ling Lake,,"(51.253894, -94.28861111)",lakes,1990,ARA,wc,1.5,,nfix_rate,104.0,umol-n m-2 d-1
R69,Musclow Lake,,"(51.397944, -94.94638889)",lakes,1990,ARA,wc,1.5,,nfix_rate,216.0,umol-n m-2 d-1
R69,Syndey Lake,,"(50.655378, -94.44)",lakes,1990,ARA,wc,1.5,,nfix_rate,36.0,umol-n m-2 d-1
R69,Trout Lake,,"(51.19385, -93.31972222)",lakes,1990,ARA,wc,1.5,,nfix_rate,45.0,umol-n m-2 d-1
R72,"Cockburn SOund, Western Australia",,"(-32.146149, 115.7247753)",estuaries,2004-02,ARA,benthos,14.0,,nfix_rate,0.13,umol-c2h4 m-2 h-1
R72,"Cockburn SOund, Western Australia",,"(-32.146149, 115.7247753)",estuaries,2004-02,ARA,benthos,4.0,,nfix_rate,0.29,umol-c2h4 m-2 h-1
R72,"Cockburn SOund, Western Australia",,"(-32.146149, 115.7247753)",estuaries,2004-02,ARA,benthos,14.0,,nfix_rate,0.11,umol-c2h4 m-2 h-1
R72,"Cockburn SOund, Western Australia",,"(-32.146149, 115.7247753)",estuaries,2004-02,ARA,benthos,14.0,,nfix_rate,0.29,umol-c2h4 m-2 h-1
R87,Smeerenburgfjorden,,"(79.7001, 11.0867)",estuaries,2008-08,ARA,benthos,211.0,,nfix_rate,20.0,umol-n m-2 h-1
R87,Kongsfjorden,,"(78.9905, 12.2978)",estuaries,2008-08,ARA,benthos,51.0,,nfix_rate,0.0,umol-n m-2 h-1
R93,Mekong River Delta,,"(9.821398, 106.687945)",estuaries,2007-04,15N2,wc,0.0,,nfix_rate,1.13,nmol-n l-1 h-1
R93,Mekong River Delta,,"(9.821398, 106.687945)",estuaries,2007-04,15N2,wc,0.0,,nfix_rate,14.33,nmol-n l-1 h-1
R93,Mekong River Delta,,"(9.821398, 106.687945)",estuaries,2007-04,15N2,wc,0.0,,nfix_rate,10.55,nmol-n l-1 h-1
R93,Mekong River Delta,,"(9.821398, 106.687945)",estuaries,2008-09,15N2,wc,0.0,,nfix_rate,0.26,nmol-n l-1 h-1
R93,Mekong River Delta,,"(9.821398, 106.687945)",estuaries,2008-09,15N2,wc,0.0,,nfix_rate,1.81,nmol-n l-1 h-1
R122,Thoreaus Bog - dark,,"(42.46345316, -71.32882765)",freshwater wetlands,1991,15N2,benthos,0.02,,nfix_rate,0.205,umol-n g-1 h-1
R122,Thoreaus Bog - dark,,"(42.46345316, -71.32882765)",freshwater wetlands,1991,15N2,benthos,0.06,,nfix_rate,0.16,umol-n g-1 h-1
R122,Thoreaus Bog - dark,,"(42.46345316, -71.32882765)",freshwater wetlands,1991,15N2,benthos,0.1,,nfix_rate,0.083,umol-n g-1 h-1
R122,Thoreaus Bog - dark,,"(42.46345316, -71.32882765)",freshwater wetlands,1991,15N2,benthos,0.14,,nfix_rate,0.123,umol-n g-1 h-1
R122,Thoreaus Bog - dark,,"(42.46345316, -71.32882765)",freshwater wetlands,1991,15N2,benthos,0.18,,nfix_rate,0.076,umol-n g-1 h-1
R122,Thoreaus Bog - light,,"(42.46345316, -71.32882765)",freshwater wetlands,1991,15N2,benthos,0.02,,nfix_rate,0.166,umol-n g-1 h-1
R122,Thoreaus Bog - light,,"(42.46345316, -71.32882765)",freshwater wetlands,1991,15N2,benthos,0.06,,nfix_rate,0.183,umol-n g-1 h-1
R122,Thoreaus Bog - light,,"(42.46345316, -71.32882765)",freshwater wetlands,1991,15N2,benthos,0.1,,nfix_rate,0.128,umol-n g-1 h-1
R122,Thoreaus Bog - light,,"(42.46345316, -71.32882765)",freshwater wetlands,1991,15N2,benthos,0.14,,nfix_rate,0.091,umol-n g-1 h-1
R122,Thoreaus Bog - light,,"(42.46345316, -71.32882765)",freshwater wetlands,1991,15N2,benthos,0.18,,nfix_rate,0.097,umol-n g-1 h-1
R130,Jiaozhou Bay,,"(36.05, 120.3)",estuaries,2015-07,15N2,wc,,,nfix_rate,0.29,nmol-n l-1 h-1
R130,Jiaozhou Bay,,"(36.05, 120.3)",estuaries,2016-04,15N2,wc,,,nfix_rate,0.23,nmol-n l-1 h-1
R130,Jiaozhou Bay,,"(36.05, 120.3)",estuaries,2016-11,15N2,wc,,,nfix_rate,0.1,nmol-n l-1 h-1
R130,Jiaozhou Bay,,"(36.05, 120.3)",estuaries,2016-01,15N2,wc,,,nfix_rate,0.27,nmol-n l-1 h-1
R158,"Kendall Frost Reserve, Mission Bay, CA",,"(32.7833, -117.2167)",salt marshes,2005-04,ARA,benthos,,,nfix_rate,4.8,nmol-c2h4 g-1 h-1
R158,"Kendall Frost Reserve, Mission Bay, CA",,"(32.7833, -117.2167)",salt marshes,2005-04,ARA,benthos,,,nfix_rate,5.4,nmol-c2h4 g-1 h-1
R187,"Lake Balaton, Hungary",,"(46.8303, 17.734)",lakes,1994-06-01,ARA,wc,,,nfix_rate,2.1,mg-n m-2 d-1
R187,"Lake Balaton, Hungary",,"(46.8303, 17.734)",lakes,1994-07-04,ARA,wc,,,nfix_rate,1.6,mg-n m-2 d-1
R187,"Lake Balaton, Hungary",,"(46.8303, 17.734)",lakes,1994-08-05,ARA,wc,,,nfix_rate,4.3,mg-n m-2 d-1
R187,"Lake Balaton, Hungary",,"(46.8303, 17.734)",lakes,1994-09-06,ARA,wc,,,nfix_rate,58.5,mg-n m-2 d-1
R187,"Lake Balaton, Hungary",,"(46.8303, 17.734)",lakes,1994-10-18,ARA,wc,,,nfix_rate,0.4,mg-n m-2 d-1
R187,"Lake Balaton, Hungary",,"(46.8303, 17.734)",lakes,1994-06-01,ARA,wc,,,nfix_rate,1.0,mg-n m-2 d-1
R187,"Lake Balaton, Hungary",,"(46.8303, 17.734)",lakes,1994-07-04,ARA,wc,,,nfix_rate,163.6,mg-n m-2 d-1
R187,"Lake Balaton, Hungary",,"(46.8303, 17.734)",lakes,1994-08-05,ARA,wc,,,nfix_rate,406.8,mg-n m-2 d-1
R187,"Lake Balaton, Hungary",,"(46.8303, 17.734)",lakes,1994-09-06,ARA,wc,,,nfix_rate,72.8,mg-n m-2 d-1
R187,"Lake Balaton, Hungary",,"(46.8303, 17.734)",lakes,1994-10-18,ARA,wc,,,nfix_rate,0.3,mg-n m-2 d-1
R200,Western English Channel,,"(50.116, -4.12)",continental shelves,2006-07,15N2,wc,,,nfix_rate,20.0,nmol-n l-1 d-1
R200,Western English Channel,,"(49.322, -5.145)",continental shelves,2006-07,15N2,wc,,,nfix_rate,18.9,nmol-n l-1 d-1
R201,Bay of Calvi,,"(42.564901, 8.769236)",estuaries,2012-06,15N2,wc,,,nfix_rate,2.0,nmol-n l-1 d-1
