,author,title,name,location,ecosystem,date,state,attribute,value
1404,staehr,lake metabolism scales with lake morphometry and catchment conditions,selskovvej so,denmark,lakes,,,surface_area,23000.0
1405,staehr,lake metabolism scales with lake morphometry and catchment conditions,karlsso,denmark,lakes,,,surface_area,29000.0
1406,staehr,lake metabolism scales with lake morphometry and catchment conditions,praestevang,denmark,lakes,,,surface_area,7000.0
1407,staehr,lake metabolism scales with lake morphometry and catchment conditions,hestskodam,denmark,lakes,,,surface_area,5000.0
1408,staehr,lake metabolism scales with lake morphometry and catchment conditions,badstuedam,denmark,lakes,,,surface_area,28000.0
1409,staehr,lake metabolism scales with lake morphometry and catchment conditions,agertoften,denmark,lakes,,,surface_area,6000.0
1410,staehr,lake metabolism scales with lake morphometry and catchment conditions,agerso,denmark,lakes,,,surface_area,37000.0
1411,staehr,lake metabolism scales with lake morphometry and catchment conditions,bollemose,denmark,lakes,,,surface_area,5000.0
1412,staehr,lake metabolism scales with lake morphometry and catchment conditions,favrholm,denmark,lakes,,,surface_area,10000.0
1413,staehr,lake metabolism scales with lake morphometry and catchment conditions,fugl so,denmark,lakes,,,surface_area,49500.0
1414,staehr,lake metabolism scales with lake morphometry and catchment conditions,funkedam,denmark,lakes,,,surface_area,16000.0
1415,staehr,lake metabolism scales with lake morphometry and catchment conditions,fonstrupdam,denmark,lakes,,,surface_area,11000.0
1416,staehr,lake metabolism scales with lake morphometry and catchment conditions,grib so,denmark,lakes,,,surface_area,100000.0
1417,staehr,lake metabolism scales with lake morphometry and catchment conditions,sortedam,denmark,lakes,,,surface_area,5000.0
1418,staehr,lake metabolism scales with lake morphometry and catchment conditions,teglgardsso,denmark,lakes,,,surface_area,53000.0
1419,staehr,lake metabolism scales with lake morphometry and catchment conditions,strodam engso,denmark,lakes,,,surface_area,176000.0
1420,staehr,lake metabolism scales with lake morphometry and catchment conditions,bollemose,denmark,lakes,,,tp,101.1
1421,staehr,lake metabolism scales with lake morphometry and catchment conditions,badstuedam,denmark,lakes,,,tp,33.8
1422,staehr,lake metabolism scales with lake morphometry and catchment conditions,agertoften,denmark,lakes,,,tp,80.5
1423,staehr,lake metabolism scales with lake morphometry and catchment conditions,agerso,denmark,lakes,,,tp,24.5
1424,staehr,lake metabolism scales with lake morphometry and catchment conditions,favrholm,denmark,lakes,,,tp,54.4
1425,staehr,lake metabolism scales with lake morphometry and catchment conditions,funkedam,denmark,lakes,,,tp,28.0
1426,staehr,lake metabolism scales with lake morphometry and catchment conditions,fonstrupdam,denmark,lakes,,,tp,47.8
1427,staehr,lake metabolism scales with lake morphometry and catchment conditions,grib so,denmark,lakes,,,tp,48.4
1428,staehr,lake metabolism scales with lake morphometry and catchment conditions,hestskodam,denmark,lakes,,,tp,100.8
1429,staehr,lake metabolism scales with lake morphometry and catchment conditions,karlsso,denmark,lakes,,,tp,95.0
1430,staehr,lake metabolism scales with lake morphometry and catchment conditions,fugl so,denmark,lakes,,,tp,56.1
1431,staehr,lake metabolism scales with lake morphometry and catchment conditions,teglgardsso,denmark,lakes,,,tp,54.8
1432,staehr,lake metabolism scales with lake morphometry and catchment conditions,klareso,denmark,lakes,,,tp,115.2
1433,staehr,lake metabolism scales with lake morphometry and catchment conditions,praestevang,denmark,lakes,,,tp,40.8
1434,staehr,lake metabolism scales with lake morphometry and catchment conditions,selskovvej so,denmark,lakes,,,tp,43.6
1435,staehr,lake metabolism scales with lake morphometry and catchment conditions,strodam engso,denmark,lakes,,,tp,178.4
1436,staehr,lake metabolism scales with lake morphometry and catchment conditions,sortedam,denmark,lakes,,,tp,159.1
1437,staehr,lake metabolism scales with lake morphometry and catchment conditions,sidseldam,denmark,lakes,,,tp,249.4
1438,seekell,lake morphometry moderates the relationship between water color and fish biomass in small boreal lakes,e29,boreal zone; sweden,small lake,,,surface_area,71000.0
1439,seekell,lake morphometry moderates the relationship between water color and fish biomass in small boreal lakes,e25,boreal zone; sweden,small lake,,,surface_area,45000.0
1440,seekell,lake morphometry moderates the relationship between water color and fish biomass in small boreal lakes,e24,boreal zone; sweden,small lake,,,surface_area,88000.0
1441,seekell,lake morphometry moderates the relationship between water color and fish biomass in small boreal lakes,e19,boreal zone; sweden,small lake,,,surface_area,32000.0
1442,seekell,lake morphometry moderates the relationship between water color and fish biomass in small boreal lakes,e18,boreal zone; sweden,small lake,,,surface_area,53000.0
1443,seekell,lake morphometry moderates the relationship between water color and fish biomass in small boreal lakes,e17,boreal zone; sweden,small lake,,,surface_area,24000.0
1444,seekell,lake morphometry moderates the relationship between water color and fish biomass in small boreal lakes,e12,boreal zone; sweden,small lake,,,surface_area,94000.0
1445,seekell,lake morphometry moderates the relationship between water color and fish biomass in small boreal lakes,a311,boreal zone; sweden,small lake,,,surface_area,86000.0
1446,seekell,lake morphometry moderates the relationship between water color and fish biomass in small boreal lakes,a15,boreal zone; sweden,small lake,,,surface_area,55000.0
1447,seekell,lake morphometry moderates the relationship between water color and fish biomass in small boreal lakes,a13,boreal zone; sweden,small lake,,,surface_area,47000.0
1448,seekell,lake morphometry moderates the relationship between water color and fish biomass in small boreal lakes,a12,boreal zone; sweden,small lake,,,surface_area,23000.0
1449,seekell,lake morphometry moderates the relationship between water color and fish biomass in small boreal lakes,a11,boreal zone; sweden,small lake,,,surface_area,87000.0
1450,seekell,lake morphometry moderates the relationship between water color and fish biomass in small boreal lakes,a6,boreal zone; sweden,small lake,,,surface_area,45000.0
1451,seekell,lake morphometry moderates the relationship between water color and fish biomass in small boreal lakes,a1,boreal zone; sweden,small lake,,,surface_area,75000.0
1452,seekell,lake morphometry moderates the relationship between water color and fish biomass in small boreal lakes,e16,boreal zone; sweden,small lake,,,surface_area,100000.0
1453,seekell,lake morphometry moderates the relationship between water color and fish biomass in small boreal lakes,a10,boreal zone; sweden,small lake,,,surface_area,86000.0
1454,cadieux et al,large fractionations of c and h isotopes related to methane oxidation in arctic lakes,potentilla lake,kangerlussuaq; greenland,lakes,,,max_depth,8.0
1455,cadieux et al,large fractionations of c and h isotopes related to methane oxidation in arctic lakes,evv upper lake,kangerlussuaq; greenland,lakes,,,max_depth,5.5
1456,cadieux et al,large fractionations of c and h isotopes related to methane oxidation in arctic lakes,teardrop lake,kangerlussuaq; greenland,lakes,,,max_depth,5.25
1457,cadieux et al,large fractionations of c and h isotopes related to methane oxidation in arctic lakes,evv upper lake,kangerlussuaq; greenland,lakes,,,ph,7.0
1458,cadieux et al,large fractionations of c and h isotopes related to methane oxidation in arctic lakes,teardrop lake,kangerlussuaq; greenland,lakes,,,ph,9.2
1459,cadieux et al,large fractionations of c and h isotopes related to methane oxidation in arctic lakes,potentilla lake,kangerlussuaq; greenland,lakes,,,ph,7.2
1460,ulrich; uta; hoermann; georg; unger; malte; pfannerstill; matthias; steinmann; frank; fohrer; nicola,lentic small water bodies: variability of pesticide transport and transformation patterns,a5,schleswig-holstein; northern germany,lentic small water bodies,,,surface_area,205.0
1461,ulrich; uta; hoermann; georg; unger; malte; pfannerstill; matthias; steinmann; frank; fohrer; nicola,lentic small water bodies: variability of pesticide transport and transformation patterns,a4,schleswig-holstein; northern germany,lentic small water bodies,,,surface_area,217.0
1462,ulrich; uta; hoermann; georg; unger; malte; pfannerstill; matthias; steinmann; frank; fohrer; nicola,lentic small water bodies: variability of pesticide transport and transformation patterns,a2,schleswig-holstein; northern germany,lentic small water bodies,,,surface_area,146.0
1463,ulrich; uta; hoermann; georg; unger; malte; pfannerstill; matthias; steinmann; frank; fohrer; nicola,lentic small water bodies: variability of pesticide transport and transformation patterns,a1,schleswig-holstein; northern germany,lentic small water bodies,,,surface_area,229.0
1464,ulrich; uta; hoermann; georg; unger; malte; pfannerstill; matthias; steinmann; frank; fohrer; nicola,lentic small water bodies: variability of pesticide transport and transformation patterns,a10,schleswig-holstein; northern germany,lentic small water bodies,,,surface_area,41.0
1465,ulrich; uta; hoermann; georg; unger; malte; pfannerstill; matthias; steinmann; frank; fohrer; nicola,lentic small water bodies: variability of pesticide transport and transformation patterns,a9,schleswig-holstein; northern germany,lentic small water bodies,,,surface_area,480.0
1466,ulrich; uta; hoermann; georg; unger; malte; pfannerstill; matthias; steinmann; frank; fohrer; nicola,lentic small water bodies: variability of pesticide transport and transformation patterns,a8,schleswig-holstein; northern germany,lentic small water bodies,,,surface_area,236.0
1467,ulrich; uta; hoermann; georg; unger; malte; pfannerstill; matthias; steinmann; frank; fohrer; nicola,lentic small water bodies: variability of pesticide transport and transformation patterns,a7,schleswig-holstein; northern germany,lentic small water bodies,,,surface_area,90.0
1468,ulrich; uta; hoermann; georg; unger; malte; pfannerstill; matthias; steinmann; frank; fohrer; nicola,lentic small water bodies: variability of pesticide transport and transformation patterns,a6,schleswig-holstein; northern germany,lentic small water bodies,,,surface_area,109.0
1469,ulrich; uta; hoermann; georg; unger; malte; pfannerstill; matthias; steinmann; frank; fohrer; nicola,lentic small water bodies: variability of pesticide transport and transformation patterns,a3,schleswig-holstein; northern germany,lentic small water bodies,,,surface_area,647.0
1470,cayrou and cereghino,life-cycle phenology of some aquatic insects: implications for pond conservation,pond 2,causses du quercy; france,pond,,,max_depth,0.5
1471,cayrou and cereghino,life-cycle phenology of some aquatic insects: implications for pond conservation,pond 1,causses du quercy; france,pond,,,max_depth,1.6
1472,cayrou and cereghino,life-cycle phenology of some aquatic insects: implications for pond conservation,pond 3,causses du quercy; france,pond,,,max_depth,0.6
1473,cayrou and cereghino,life-cycle phenology of some aquatic insects: implications for pond conservation,pond 2,causses du quercy; france,pond,,,surface_area,75.0
1474,cayrou and cereghino,life-cycle phenology of some aquatic insects: implications for pond conservation,pond 3,causses du quercy; france,pond,,,surface_area,65.0
1475,cayrou and cereghino,life-cycle phenology of some aquatic insects: implications for pond conservation,pond 1,causses du quercy; france,pond,,,surface_area,175.0
1476,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1101,muskoka-haliburton region of ontario; canada,shallow lakes,,,max_depth,2.4
1477,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1109,muskoka-haliburton region of ontario; canada,shallow lakes,,,max_depth,4.3
1478,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1111,muskoka-haliburton region of ontario; canada,shallow lakes,,,max_depth,6.7
1479,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1116,muskoka-haliburton region of ontario; canada,shallow lakes,,,max_depth,3.7
1480,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1119,muskoka-haliburton region of ontario; canada,shallow lakes,,,max_depth,5.5
1481,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1124,muskoka-haliburton region of ontario; canada,shallow lakes,,,max_depth,4.6
1482,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1204,muskoka-haliburton region of ontario; canada,shallow lakes,,,max_depth,6.4
1483,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1217,muskoka-haliburton region of ontario; canada,shallow lakes,,,max_depth,5.4
1484,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1230,muskoka-haliburton region of ontario; canada,shallow lakes,,,max_depth,4.9
1485,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1235,muskoka-haliburton region of ontario; canada,shallow lakes,,,max_depth,6.7
1486,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1236,muskoka-haliburton region of ontario; canada,shallow lakes,,,max_depth,4.9
1487,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1320,muskoka-haliburton region of ontario; canada,shallow lakes,,,max_depth,2.7
1488,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1327,muskoka-haliburton region of ontario; canada,shallow lakes,,,max_depth,5.2
1489,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1331,muskoka-haliburton region of ontario; canada,shallow lakes,,,max_depth,2.7
1490,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1335,muskoka-haliburton region of ontario; canada,shallow lakes,,,max_depth,4.9
1491,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1336,muskoka-haliburton region of ontario; canada,shallow lakes,,,max_depth,1.5
1492,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1430,muskoka-haliburton region of ontario; canada,shallow lakes,,,max_depth,2.4
1493,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1434,muskoka-haliburton region of ontario; canada,shallow lakes,,,max_depth,4.3
1494,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1435,muskoka-haliburton region of ontario; canada,shallow lakes,,,max_depth,7.8
1495,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1503,muskoka-haliburton region of ontario; canada,shallow lakes,,,max_depth,6.7
1496,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1504,muskoka-haliburton region of ontario; canada,shallow lakes,,,max_depth,5.8
1497,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1506,muskoka-haliburton region of ontario; canada,shallow lakes,,,max_depth,4.0
1498,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1508,muskoka-haliburton region of ontario; canada,shallow lakes,,,max_depth,2.7
1499,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1511,muskoka-haliburton region of ontario; canada,shallow lakes,,,max_depth,3.7
1500,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1512,muskoka-haliburton region of ontario; canada,shallow lakes,,,max_depth,3.7
1501,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1517,muskoka-haliburton region of ontario; canada,shallow lakes,,,max_depth,4.9
1502,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1524,muskoka-haliburton region of ontario; canada,shallow lakes,,,max_depth,3.7
1503,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1537,muskoka-haliburton region of ontario; canada,shallow lakes,,,max_depth,1.8
1504,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1101,muskoka-haliburton region of ontario; canada,shallow lakes,,,surface_area,121000.0
1505,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1109,muskoka-haliburton region of ontario; canada,shallow lakes,,,surface_area,99000.0
1506,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1111,muskoka-haliburton region of ontario; canada,shallow lakes,,,surface_area,95000.0
1507,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1116,muskoka-haliburton region of ontario; canada,shallow lakes,,,surface_area,94000.0
1508,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1119,muskoka-haliburton region of ontario; canada,shallow lakes,,,surface_area,99000.0
1509,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1124,muskoka-haliburton region of ontario; canada,shallow lakes,,,surface_area,39000.0
1510,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1204,muskoka-haliburton region of ontario; canada,shallow lakes,,,surface_area,28000.0
1511,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1217,muskoka-haliburton region of ontario; canada,shallow lakes,,,surface_area,18000.0
1512,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1230,muskoka-haliburton region of ontario; canada,shallow lakes,,,surface_area,111000.0
1513,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1235,muskoka-haliburton region of ontario; canada,shallow lakes,,,surface_area,83000.0
1514,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1236,muskoka-haliburton region of ontario; canada,shallow lakes,,,surface_area,98000.0
1515,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1320,muskoka-haliburton region of ontario; canada,shallow lakes,,,surface_area,33000.0
1516,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1327,muskoka-haliburton region of ontario; canada,shallow lakes,,,surface_area,4000.0
1517,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1331,muskoka-haliburton region of ontario; canada,shallow lakes,,,surface_area,26000.0
1518,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1335,muskoka-haliburton region of ontario; canada,shallow lakes,,,surface_area,43000.0
1519,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1336,muskoka-haliburton region of ontario; canada,shallow lakes,,,surface_area,53000.0
1520,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1430,muskoka-haliburton region of ontario; canada,shallow lakes,,,surface_area,11000.0
1521,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1434,muskoka-haliburton region of ontario; canada,shallow lakes,,,surface_area,86000.0
1522,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1435,muskoka-haliburton region of ontario; canada,shallow lakes,,,surface_area,65000.0
1523,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1503,muskoka-haliburton region of ontario; canada,shallow lakes,,,surface_area,5000.0
1524,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1504,muskoka-haliburton region of ontario; canada,shallow lakes,,,surface_area,46000.0
1525,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1506,muskoka-haliburton region of ontario; canada,shallow lakes,,,surface_area,6000.0
1526,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1508,muskoka-haliburton region of ontario; canada,shallow lakes,,,surface_area,55000.0
1527,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1511,muskoka-haliburton region of ontario; canada,shallow lakes,,,surface_area,11000.0
1528,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1512,muskoka-haliburton region of ontario; canada,shallow lakes,,,surface_area,9000.0
1529,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1517,muskoka-haliburton region of ontario; canada,shallow lakes,,,surface_area,11000.0
1530,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1524,muskoka-haliburton region of ontario; canada,shallow lakes,,,surface_area,66000.0
1531,mosscrop et al.,long-term stability of cladoceran assemblages in small; shallow; canadian shield lakes experiencing marked calcium declines,1537,muskoka-haliburton region of ontario; canada,shallow lakes,,,surface_area,28000.0
1532,sahuquillo; poquet;  rueda & miracle,macroinvertebrate communities in sediment and plants in coastal mediterranean water bodies (central iberian peninsula),rini,west mediterranean coast of the valencian community,pond,,,chla,2.0
1533,sahuquillo; poquet;  rueda & miracle,macroinvertebrate communities in sediment and plants in coastal mediterranean water bodies (central iberian peninsula),charca sud oeste,west mediterranean coast of the valencian community,pond,,,chla,36.0
1534,sahuquillo; poquet;  rueda & miracle,macroinvertebrate communities in sediment and plants in coastal mediterranean water bodies (central iberian peninsula),albufera of valencia,west mediterranean coast of the valencian community,lagoon; shallow lake,,,chla,102.0
1535,sahuquillo; poquet;  rueda & miracle,macroinvertebrate communities in sediment and plants in coastal mediterranean water bodies (central iberian peninsula),cap de terme,west mediterranean coast of the valencian community,pond,,,chla,1.0
1536,sahuquillo; poquet;  rueda & miracle,macroinvertebrate communities in sediment and plants in coastal mediterranean water bodies (central iberian peninsula),baldov pool,west mediterranean coast of the valencian community,pond,,,chla,6.0
1537,sahuquillo; poquet;  rueda & miracle,macroinvertebrate communities in sediment and plants in coastal mediterranean water bodies (central iberian peninsula),charca sud oeste,west mediterranean coast of the valencian community,pond,,,surface_area,110000.0
1538,sahuquillo; poquet;  rueda & miracle,macroinvertebrate communities in sediment and plants in coastal mediterranean water bodies (central iberian peninsula),rini,west mediterranean coast of the valencian community,pond,,,surface_area,23000.0
1539,sahuquillo; poquet;  rueda & miracle,macroinvertebrate communities in sediment and plants in coastal mediterranean water bodies (central iberian peninsula),cap de terme,west mediterranean coast of the valencian community,pond,,,surface_area,5000.0
1540,sahuquillo; poquet;  rueda & miracle,macroinvertebrate communities in sediment and plants in coastal mediterranean water bodies (central iberian peninsula),baldov pool,west mediterranean coast of the valencian community,pond,,,surface_area,1000.0
1541,sahuquillo; poquet;  rueda & miracle,macroinvertebrate communities in sediment and plants in coastal mediterranean water bodies (central iberian peninsula),albufera of valencia,west mediterranean coast of the valencian community,lagoon; shallow lake,,,surface_area,35000.0
1542,sahuquillo; poquet;  rueda & miracle,macroinvertebrate communities in sediment and plants in coastal mediterranean water bodies (central iberian peninsula),albufera of valencia,west mediterranean coast of the valencian community,lagoon; shallow lake,,,tp,140.0
1543,sahuquillo; poquet;  rueda & miracle,macroinvertebrate communities in sediment and plants in coastal mediterranean water bodies (central iberian peninsula),charca sud oeste,west mediterranean coast of the valencian community,pond,,,tp,89.0
1544,sahuquillo; poquet;  rueda & miracle,macroinvertebrate communities in sediment and plants in coastal mediterranean water bodies (central iberian peninsula),rini,west mediterranean coast of the valencian community,pond,,,tp,14.0
1545,sahuquillo; poquet;  rueda & miracle,macroinvertebrate communities in sediment and plants in coastal mediterranean water bodies (central iberian peninsula),cap de terme,west mediterranean coast of the valencian community,pond,,,tp,13.0
1546,sahuquillo; poquet;  rueda & miracle,macroinvertebrate communities in sediment and plants in coastal mediterranean water bodies (central iberian peninsula),baldov pool,west mediterranean coast of the valencian community,pond,,,tp,11.0
1547,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,p-pg,tyrrhenian coast; central italy,pond,,,max_depth,0.32
1548,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,dm-sg,tyrrhenian coast; central italy,pond,,,max_depth,0.18
1549,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cg-m1,tyrrhenian coast; central italy,pond,,,max_depth,0.2
1550,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cg-m2,tyrrhenian coast; central italy,pond,,,max_depth,0.5
1551,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cg-mc,tyrrhenian coast; central italy,pond,,,max_depth,1.1
1552,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-c152,tyrrhenian coast; central italy,pond,,,max_depth,0.15
1553,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-cont,tyrrhenian coast; central italy,pond,,,max_depth,1.1
1554,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-d3,tyrrhenian coast; central italy,pond,,,max_depth,0.35
1555,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-gdp,tyrrhenian coast; central italy,pond,,,max_depth,0.2
1556,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-ort1,tyrrhenian coast; central italy,pond,,,max_depth,0.5
1557,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-ort2,tyrrhenian coast; central italy,pond,,,max_depth,0.6
1558,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-pr,tyrrhenian coast; central italy,pond,,,max_depth,1.5
1559,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-pvd,tyrrhenian coast; central italy,pond,,,max_depth,0.8
1560,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-t35,tyrrhenian coast; central italy,pond,,,max_depth,0.3
1561,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-vo,tyrrhenian coast; central italy,pond,,,max_depth,0.8
1562,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,dm-cat,tyrrhenian coast; central italy,pond,,,max_depth,0.4
1563,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,dm-dl1,tyrrhenian coast; central italy,pond,,,max_depth,1.0
1564,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,dm-dl2,tyrrhenian coast; central italy,pond,,,max_depth,0.9
1565,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,dm-mdc,tyrrhenian coast; central italy,pond,,,max_depth,0.33
1566,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,dm-mgt,tyrrhenian coast; central italy,pond,,,max_depth,0.3
1567,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,dm-vl,tyrrhenian coast; central italy,pond,,,max_depth,0.3
1568,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-c152,tyrrhenian coast; central italy,pond,,,ph,6.5
1569,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cg-m1,tyrrhenian coast; central italy,pond,,,ph,7.7
1570,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cg-m2,tyrrhenian coast; central italy,pond,,,ph,8.0
1571,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cg-mc,tyrrhenian coast; central italy,pond,,,ph,8.0
1572,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-cont,tyrrhenian coast; central italy,pond,,,ph,8.0
1573,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-d3,tyrrhenian coast; central italy,pond,,,ph,7.5
1574,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-gdp,tyrrhenian coast; central italy,pond,,,ph,7.7
1575,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-ort1,tyrrhenian coast; central italy,pond,,,ph,7.9
1576,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-ort2,tyrrhenian coast; central italy,pond,,,ph,8.9
1577,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-pr,tyrrhenian coast; central italy,pond,,,ph,8.9
