author,title,name,location,ecosystem,date,state,attribute,value
schroer,drivers of sediment accumulation and nutrient burial in coastal stormwater detention ponds; south carolina; usa,,south carolina,stormwater pond,,,surface_area,2360.0
schroer,drivers of sediment accumulation and nutrient burial in coastal stormwater detention ponds; south carolina; usa,,south carolina,stormwater pond,,,surface_area,930.0
martinsen; kenneth thoro; andersen; mikkel rene; sand-jensen; kaj,water temperature dynamics and the prevalence of daytime stratification in small temperate shallow lakes,1,ronnebaeksholm; zealand; denmark,small lake,,,surface_area,4336.0
martinsen; kenneth thoro; andersen; mikkel rene; sand-jensen; kaj,water temperature dynamics and the prevalence of daytime stratification in small temperate shallow lakes,2,ronnebaeksholm; zealand; denmark,small lake,,,surface_area,483.0
martinsen; kenneth thoro; andersen; mikkel rene; sand-jensen; kaj,water temperature dynamics and the prevalence of daytime stratification in small temperate shallow lakes,3,ronnebaeksholm; zealand; denmark,small lake,,,surface_area,704.0
martinsen; kenneth thoro; andersen; mikkel rene; sand-jensen; kaj,water temperature dynamics and the prevalence of daytime stratification in small temperate shallow lakes,4,ronnebaeksholm; zealand; denmark,small lake,,,surface_area,1062.0
martinsen; kenneth thoro; andersen; mikkel rene; sand-jensen; kaj,water temperature dynamics and the prevalence of daytime stratification in small temperate shallow lakes,5,ronnebaeksholm; zealand; denmark,small lake,,,surface_area,420.0
martinsen; kenneth thoro; andersen; mikkel rene; sand-jensen; kaj,water temperature dynamics and the prevalence of daytime stratification in small temperate shallow lakes,6,ronnebaeksholm; zealand; denmark,small lake,,,surface_area,503.0
martinsen; kenneth thoro; andersen; mikkel rene; sand-jensen; kaj,water temperature dynamics and the prevalence of daytime stratification in small temperate shallow lakes,7,ronnebaeksholm; zealand; denmark,small lake,,,surface_area,577.0
martinsen; kenneth thoro; andersen; mikkel rene; sand-jensen; kaj,water temperature dynamics and the prevalence of daytime stratification in small temperate shallow lakes,8,ronnebaeksholm; zealand; denmark,small lake,,,surface_area,2206.0
martinsen; kenneth thoro; andersen; mikkel rene; sand-jensen; kaj,water temperature dynamics and the prevalence of daytime stratification in small temperate shallow lakes,9,ronnebaeksholm; zealand; denmark,small lake,,,surface_area,682.0
lu; mingquan; ma; maohua; wang; yu; chen; chundi; chen; jilong; wu; shengjun,functions of traditional ponds in altering sediment budgets in the hilly area of the three gorges reservoir; china,1,jinglingzi watershed; tgra; southern china,pond,,,surface_area,1306.0
lu; mingquan; ma; maohua; wang; yu; chen; chundi; chen; jilong; wu; shengjun,functions of traditional ponds in altering sediment budgets in the hilly area of the three gorges reservoir; china,2,jinglingzi watershed; tgra; southern china,pond,,,surface_area,1433.0
lu; mingquan; ma; maohua; wang; yu; chen; chundi; chen; jilong; wu; shengjun,functions of traditional ponds in altering sediment budgets in the hilly area of the three gorges reservoir; china,3,jinglingzi watershed; tgra; southern china,pond,,,surface_area,1697.0
lu; mingquan; ma; maohua; wang; yu; chen; chundi; chen; jilong; wu; shengjun,functions of traditional ponds in altering sediment budgets in the hilly area of the three gorges reservoir; china,4,jinglingzi watershed; tgra; southern china,pond,,,surface_area,1592.0
lu; mingquan; ma; maohua; wang; yu; chen; chundi; chen; jilong; wu; shengjun,functions of traditional ponds in altering sediment budgets in the hilly area of the three gorges reservoir; china,5,jinglingzi watershed; tgra; southern china,pond,,,surface_area,883.9
lu; mingquan; ma; maohua; wang; yu; chen; chundi; chen; jilong; wu; shengjun,functions of traditional ponds in altering sediment budgets in the hilly area of the three gorges reservoir; china,6,jinglingzi watershed; tgra; southern china,pond,,,surface_area,973.0
lu; mingquan; ma; maohua; wang; yu; chen; chundi; chen; jilong; wu; shengjun,functions of traditional ponds in altering sediment budgets in the hilly area of the three gorges reservoir; china,7,jinglingzi watershed; tgra; southern china,pond,,,surface_area,2042.0
lu; mingquan; ma; maohua; wang; yu; chen; chundi; chen; jilong; wu; shengjun,functions of traditional ponds in altering sediment budgets in the hilly area of the three gorges reservoir; china,8,jinglingzi watershed; tgra; southern china,pond,,,surface_area,1433.0
lu; mingquan; ma; maohua; wang; yu; chen; chundi; chen; jilong; wu; shengjun,functions of traditional ponds in altering sediment budgets in the hilly area of the three gorges reservoir; china,9,jinglingzi watershed; tgra; southern china,pond,,,surface_area,876.0
lu; mingquan; ma; maohua; wang; yu; chen; chundi; chen; jilong; wu; shengjun,functions of traditional ponds in altering sediment budgets in the hilly area of the three gorges reservoir; china,10,jinglingzi watershed; tgra; southern china,pond,,,surface_area,796.0
lu; mingquan; ma; maohua; wang; yu; chen; chundi; chen; jilong; wu; shengjun,functions of traditional ponds in altering sediment budgets in the hilly area of the three gorges reservoir; china,11,jinglingzi watershed; tgra; southern china,pond,,,surface_area,790.0
lu; mingquan; ma; maohua; wang; yu; chen; chundi; chen; jilong; wu; shengjun,functions of traditional ponds in altering sediment budgets in the hilly area of the three gorges reservoir; china,12,jinglingzi watershed; tgra; southern china,pond,,,surface_area,626.0
lu; mingquan; ma; maohua; wang; yu; chen; chundi; chen; jilong; wu; shengjun,functions of traditional ponds in altering sediment budgets in the hilly area of the three gorges reservoir; china,13,jinglingzi watershed; tgra; southern china,pond,,,surface_area,798.0
lu; mingquan; ma; maohua; wang; yu; chen; chundi; chen; jilong; wu; shengjun,functions of traditional ponds in altering sediment budgets in the hilly area of the three gorges reservoir; china,14,jinglingzi watershed; tgra; southern china,pond,,,surface_area,935.0
lu; mingquan; ma; maohua; wang; yu; chen; chundi; chen; jilong; wu; shengjun,functions of traditional ponds in altering sediment budgets in the hilly area of the three gorges reservoir; china,15,jinglingzi watershed; tgra; southern china,pond,,,surface_area,1841.0
lu; mingquan; ma; maohua; wang; yu; chen; chundi; chen; jilong; wu; shengjun,functions of traditional ponds in altering sediment budgets in the hilly area of the three gorges reservoir; china,16,jinglingzi watershed; tgra; southern china,pond,,,surface_area,1513.0
lu; mingquan; ma; maohua; wang; yu; chen; chundi; chen; jilong; wu; shengjun,functions of traditional ponds in altering sediment budgets in the hilly area of the three gorges reservoir; china,17,jinglingzi watershed; tgra; southern china,pond,,,surface_area,3882.0
lu; mingquan; ma; maohua; wang; yu; chen; chundi; chen; jilong; wu; shengjun,functions of traditional ponds in altering sediment budgets in the hilly area of the three gorges reservoir; china,18,jinglingzi watershed; tgra; southern china,pond,,,surface_area,856.0
lu; mingquan; ma; maohua; wang; yu; chen; chundi; chen; jilong; wu; shengjun,functions of traditional ponds in altering sediment budgets in the hilly area of the three gorges reservoir; china,19,jinglingzi watershed; tgra; southern china,pond,,,surface_area,1230.0
steiner; cf; roy; ah,seasonal succession in fishless ponds: effects of enrichment and invertebrate predators on zooplankton community structure,p14,w. k. kellogg biological station; hickory corners; michigan; usa,pond,,,surface_area,700.0
ulrich; uta; hoermann; georg; unger; malte; pfannerstill; matthias; steinmann; frank; fohrer; nicola,lentic small water bodies: variability of pesticide transport and transformation patterns,a1,schleswig-holstein; northern germany,lentic small water bodies,,,surface_area,229.0
ulrich; uta; hoermann; georg; unger; malte; pfannerstill; matthias; steinmann; frank; fohrer; nicola,lentic small water bodies: variability of pesticide transport and transformation patterns,a2,schleswig-holstein; northern germany,lentic small water bodies,,,surface_area,146.0
ulrich; uta; hoermann; georg; unger; malte; pfannerstill; matthias; steinmann; frank; fohrer; nicola,lentic small water bodies: variability of pesticide transport and transformation patterns,a3,schleswig-holstein; northern germany,lentic small water bodies,,,surface_area,647.0
ulrich; uta; hoermann; georg; unger; malte; pfannerstill; matthias; steinmann; frank; fohrer; nicola,lentic small water bodies: variability of pesticide transport and transformation patterns,a4,schleswig-holstein; northern germany,lentic small water bodies,,,surface_area,217.0
ulrich; uta; hoermann; georg; unger; malte; pfannerstill; matthias; steinmann; frank; fohrer; nicola,lentic small water bodies: variability of pesticide transport and transformation patterns,a5,schleswig-holstein; northern germany,lentic small water bodies,,,surface_area,205.0
ulrich; uta; hoermann; georg; unger; malte; pfannerstill; matthias; steinmann; frank; fohrer; nicola,lentic small water bodies: variability of pesticide transport and transformation patterns,a6,schleswig-holstein; northern germany,lentic small water bodies,,,surface_area,109.0
ulrich; uta; hoermann; georg; unger; malte; pfannerstill; matthias; steinmann; frank; fohrer; nicola,lentic small water bodies: variability of pesticide transport and transformation patterns,a7,schleswig-holstein; northern germany,lentic small water bodies,,,surface_area,90.0
ulrich; uta; hoermann; georg; unger; malte; pfannerstill; matthias; steinmann; frank; fohrer; nicola,lentic small water bodies: variability of pesticide transport and transformation patterns,a8,schleswig-holstein; northern germany,lentic small water bodies,,,surface_area,236.0
ulrich; uta; hoermann; georg; unger; malte; pfannerstill; matthias; steinmann; frank; fohrer; nicola,lentic small water bodies: variability of pesticide transport and transformation patterns,a9,schleswig-holstein; northern germany,lentic small water bodies,,,surface_area,480.0
ulrich; uta; hoermann; georg; unger; malte; pfannerstill; matthias; steinmann; frank; fohrer; nicola,lentic small water bodies: variability of pesticide transport and transformation patterns,a10,schleswig-holstein; northern germany,lentic small water bodies,,,surface_area,41.0
thompson; hilary a.; white; jeffrey r.; pratt; lisa m.,spatial variation in stable isotopic composition of organic matter of macrophytes and sediments from a small arctic lake in west greenland,evv upper lake,kangerlussuaq; greenland,lake,,,surface_area,2000.0
eskinazi-sant'anna; eneida maria; pace; michael l.,the potential of the zooplankton resting-stage bank to restore communities in permanent and temporary waterbodies,carioca lake,minas gerais; southeast brazil,permanent lake,,,surface_area,140000.0
eskinazi-sant'anna; eneida maria; pace; michael l.,the potential of the zooplankton resting-stage bank to restore communities in permanent and temporary waterbodies,coutos,brazil,temporary lake/seasonal pond,,,surface_area,105000.0
eskinazi-sant'anna; eneida maria; pace; michael l.,the potential of the zooplankton resting-stage bank to restore communities in permanent and temporary waterbodies,meio,brazil,temporary lake,,,surface_area,46000.0
eskinazi-sant'anna; eneida maria; pace; michael l.,the potential of the zooplankton resting-stage bank to restore communities in permanent and temporary waterbodies,seca,brazil,temporary lake,,,surface_area,300.0
sepulveda-jauregui; armando; martinez-cruz; karla; lau; maximilian; casper; peter,assessment of methane and carbon dioxide emissions in two sub-basins of a small acidic bog lake artificially divided 30 years ago,grosse fuchskuhle,mecklenburg-brandenburg lake district,small acidic bog lake,,,surface_area,15000.0
sepulveda-jauregui; armando; martinez-cruz; karla; lau; maximilian; casper; peter,assessment of methane and carbon dioxide emissions in two sub-basins of a small acidic bog lake artificially divided 30 years ago,grosse fuchskuhle ne,mecklenburg-brandenburg lake district,small acidic bog lake,,,surface_area,3360.0
sepulveda-jauregui; armando; martinez-cruz; karla; lau; maximilian; casper; peter,assessment of methane and carbon dioxide emissions in two sub-basins of a small acidic bog lake artificially divided 30 years ago,grosse fuchskuhle sw,mecklenburg-brandenburg lake district,small acidic bog lake,,,surface_area,4430.0
friday,the diversity of macroinvertebrate and macrophyte communities in ponds,a,isle of purbeck; dorset; uk,pond,,,vegetation_cover,100.0
friday,the diversity of macroinvertebrate and macrophyte communities in ponds,b,isle of purbeck; dorset; uk,pond,,,vegetation_cover,100.0
friday,the diversity of macroinvertebrate and macrophyte communities in ponds,c,isle of purbeck; dorset; uk,pond,,,vegetation_cover,100.0
friday,the diversity of macroinvertebrate and macrophyte communities in ponds,d,isle of purbeck; dorset; uk,pond,,,vegetation_cover,100.0
friday,the diversity of macroinvertebrate and macrophyte communities in ponds,e,isle of purbeck; dorset; uk,pond,,,vegetation_cover,100.0
friday,the diversity of macroinvertebrate and macrophyte communities in ponds,g,isle of purbeck; dorset; uk,pond,,,vegetation_cover,70.3
friday,the diversity of macroinvertebrate and macrophyte communities in ponds,h,isle of purbeck; dorset; uk,pond,,,vegetation_cover,49.6
friday,the diversity of macroinvertebrate and macrophyte communities in ponds,j,isle of purbeck; dorset; uk,pond,,,vegetation_cover,86.2
friday,the diversity of macroinvertebrate and macrophyte communities in ponds,k,isle of purbeck; dorset; uk,pond,,,vegetation_cover,13.0
friday,the diversity of macroinvertebrate and macrophyte communities in ponds,l,isle of purbeck; dorset; uk,pond,,,vegetation_cover,3.7
friday,the diversity of macroinvertebrate and macrophyte communities in ponds,m,isle of purbeck; dorset; uk,pond,,,vegetation_cover,29.8
friday,the diversity of macroinvertebrate and macrophyte communities in ponds,n,isle of purbeck; dorset; uk,pond,,,vegetation_cover,78.7
friday,the diversity of macroinvertebrate and macrophyte communities in ponds,p,isle of purbeck; dorset; uk,pond,,,vegetation_cover,40.2
friday,the diversity of macroinvertebrate and macrophyte communities in ponds,q,isle of purbeck; dorset; uk,pond,,,vegetation_cover,13.6
friday,the diversity of macroinvertebrate and macrophyte communities in ponds,r,isle of purbeck; dorset; uk,pond,,,vegetation_cover,100.0
kruk,determinants of biodiversity in subtropical shallow lakes (atlantic coast; uruguay),aguada,atlatic coast; uruguay,subtropical shallow lake,,,vegetation_cover,100.0
kruk,determinants of biodiversity in subtropical shallow lakes (atlantic coast; uruguay),barro,atlatic coast; uruguay,subtropical shallow lake,,,vegetation_cover,0.0
kruk,determinants of biodiversity in subtropical shallow lakes (atlantic coast; uruguay),chaparral,atlatic coast; uruguay,subtropical shallow lake,,,vegetation_cover,75.0
kruk,determinants of biodiversity in subtropical shallow lakes (atlantic coast; uruguay),chica,atlatic coast; uruguay,subtropical shallow lake,,,vegetation_cover,0.0
kruk,determinants of biodiversity in subtropical shallow lakes (atlantic coast; uruguay),clotilde,atlatic coast; uruguay,subtropical shallow lake,,,vegetation_cover,30.0
kruk,determinants of biodiversity in subtropical shallow lakes (atlantic coast; uruguay),escondida,atlatic coast; uruguay,subtropical shallow lake,,,vegetation_cover,16.0
kruk,determinants of biodiversity in subtropical shallow lakes (atlantic coast; uruguay),garcia,atlatic coast; uruguay,subtropical shallow lake,,,vegetation_cover,5.0
kruk,determinants of biodiversity in subtropical shallow lakes (atlantic coast; uruguay),mansa,atlatic coast; uruguay,subtropical shallow lake,,,vegetation_cover,68.0
kruk,determinants of biodiversity in subtropical shallow lakes (atlantic coast; uruguay),moros,atlatic coast; uruguay,subtropical shallow lake,,,vegetation_cover,14.0
kruk,determinants of biodiversity in subtropical shallow lakes (atlantic coast; uruguay),nueva,atlatic coast; uruguay,subtropical shallow lake,,,vegetation_cover,90.0
kruk,determinants of biodiversity in subtropical shallow lakes (atlantic coast; uruguay),pajarera,atlatic coast; uruguay,subtropical shallow lake,,,vegetation_cover,0.0
kruk,determinants of biodiversity in subtropical shallow lakes (atlantic coast; uruguay),ponderosa,atlatic coast; uruguay,subtropical shallow lake,,,vegetation_cover,65.0
kruk,determinants of biodiversity in subtropical shallow lakes (atlantic coast; uruguay),redonda,atlatic coast; uruguay,subtropical shallow lake,,,vegetation_cover,58.0
kruk,determinants of biodiversity in subtropical shallow lakes (atlantic coast; uruguay),techera,atlatic coast; uruguay,subtropical shallow lake,,,vegetation_cover,96.0
ng,bacterioplankton in the littoral and pelagic zones of subtropical shallow lakes,ipe (ip),rio grande do sul state; southern brazil,subtropical shallow lake,,,vegetation_cover,10.0
hsu,biodiversity of constructed wetlands for wastewater treatment,hs2-1,da-han river; taipei county; taiwan,treatment cells in constructed wetlands,,,vegetation_cover,20.0
hsu,biodiversity of constructed wetlands for wastewater treatment,hs2-2,da-han river; taipei county; taiwan,treatment cells in constructed wetlands,,,vegetation_cover,65.0
hsu,biodiversity of constructed wetlands for wastewater treatment,hs2-3,da-han river; taipei county; taiwan,treatment cells in constructed wetlands,,,vegetation_cover,35.0
hsu,biodiversity of constructed wetlands for wastewater treatment,hs2-4,da-han river; taipei county; taiwan,treatment cells in constructed wetlands,,,vegetation_cover,60.0
hsu,biodiversity of constructed wetlands for wastewater treatment,hs2-5,da-han river; taipei county; taiwan,treatment cells in constructed wetlands,,,vegetation_cover,30.0
hsu,biodiversity of constructed wetlands for wastewater treatment,dn1,da-han river; taipei county; taiwan,treatment cells in constructed wetlands,,,vegetation_cover,5.0
hsu,biodiversity of constructed wetlands for wastewater treatment,dn2,da-han river; taipei county; taiwan,treatment cells in constructed wetlands,,,vegetation_cover,20.0
hsu,biodiversity of constructed wetlands for wastewater treatment,dn3-a,da-han river; taipei county; taiwan,treatment cells in constructed wetlands,,,vegetation_cover,50.0
hsu,biodiversity of constructed wetlands for wastewater treatment,dn3-b,da-han river; taipei county; taiwan,treatment cells in constructed wetlands,,,vegetation_cover,40.0
hsu,biodiversity of constructed wetlands for wastewater treatment,dn3-c,da-han river; taipei county; taiwan,treatment cells in constructed wetlands,,,vegetation_cover,20.0
hsu,biodiversity of constructed wetlands for wastewater treatment,dn3-d,da-han river; taipei county; taiwan,treatment cells in constructed wetlands,,,vegetation_cover,40.0
hsu,biodiversity of constructed wetlands for wastewater treatment,dn4,da-han river; taipei county; taiwan,treatment cells in constructed wetlands,,,vegetation_cover,25.0
hsu,biodiversity of constructed wetlands for wastewater treatment,dn5,da-han river; taipei county; taiwan,treatment cells in constructed wetlands,,,vegetation_cover,20.0
holgerson et al.,gas transfer velocities in small forested ponds,rh,yale-myers forest in northeastern connecticut; usa,pond,,,vegetation_cover,20.0
martinsen et al.,high rates and close diel coupling of primary production and ecosystem respiration in small; oligotrophic lakes,lake 1 (june 2016),rapplinge alvar; oland; sweden,lake,,,vegetation_cover,97.0
martinsen et al.,high rates and close diel coupling of primary production and ecosystem respiration in small; oligotrophic lakes,lake 2 (june 2016),rapplinge alvar; oland; sweden,lake,,,vegetation_cover,89.0
martinsen et al.,high rates and close diel coupling of primary production and ecosystem respiration in small; oligotrophic lakes,lake 3 (june 2016),rapplinge alvar; oland; sweden,lake,,,vegetation_cover,76.0
martinsen et al.,high rates and close diel coupling of primary production and ecosystem respiration in small; oligotrophic lakes,lake 4; site a (june 2016),rapplinge alvar; oland; sweden,lake,,,vegetation_cover,92.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,hines,saskatchewan,pothole,,,vegetation_cover,100.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,hood1,saskatchewan,pothole,,,vegetation_cover,75.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,hood2,saskatchewan,pothole,,,vegetation_cover,15.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,johanson,saskatchewan,pothole,,,vegetation_cover,10.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,reinson,saskatchewan,pothole,,,vegetation_cover,75.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,smith1,saskatchewan,pothole,,,vegetation_cover,15.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,smith2,saskatchewan,pothole,,,vegetation_cover,38.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,sorrell,saskatchewan,pothole,,,vegetation_cover,75.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,adams,saskatchewan,pothole,,,vegetation_cover,75.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,penner1,saskatchewan,pothole,,,vegetation_cover,38.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,penner2,saskatchewan,pothole,,,vegetation_cover,75.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,rowein,saskatchewan,pothole,,,vegetation_cover,15.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,tataryn1,saskatchewan,pothole,,,vegetation_cover,100.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,tataryn2,saskatchewan,pothole,,,vegetation_cover,100.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,toderian,saskatchewan,pothole,,,vegetation_cover,75.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,wilk,saskatchewan,pothole,,,vegetation_cover,75.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,hood,saskatchewan,pothole,,,vegetation_cover,15.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,johanson,saskatchewan,pothole,,,vegetation_cover,100.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,penner,saskatchewan,pothole,,,vegetation_cover,75.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,reinson,saskatchewan,pothole,,,vegetation_cover,100.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,rowein,saskatchewan,pothole,,,vegetation_cover,5.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,smith,saskatchewan,pothole,,,vegetation_cover,50.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,toderian,saskatchewan,pothole,,,vegetation_cover,75.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,wilk,saskatchewan,pothole,,,vegetation_cover,50.0
moreira; francisco wagner; dias; emerson silva; eskinazi sant'anna; eneida maria,first record of the endemic phytophilous cladoceran celsinotum candango sinev & elmoor-loureiro; 2010; in minas gerais state; in a threatened shallow lake at serra do gandarela,coutos lake,brazil,lake/pond,,,vegetation_cover,100.0
bartosiewicz; m.; laurion; i.; macintyre; s.,greenhouse gas emission and storage in a small shallow lake,lake jacques,north of quebec city,lake,,,vegetation_cover,50.0
einola et al,carbon pools and fluxes in a chain of five boreal lakes: a dry and wet year comparison,valkea-kotinen,boreal zone; finland,lake,,,vegetation_cover,22.3
carchini et al.,habitat characteristics and odonate diversity in mountain ponds of central italy,aqg,the apennines; italy,pond,,,vegetation_cover,0.0
carchini et al.,habitat characteristics and odonate diversity in mountain ponds of central italy,aqp,the apennines; italy,pond,,,vegetation_cover,90.0
carchini et al.,habitat characteristics and odonate diversity in mountain ponds of central italy,bag,the apennines; italy,pond,,,vegetation_cover,0.0
carchini et al.,habitat characteristics and odonate diversity in mountain ponds of central italy,bar,the apennines; italy,pond,,,vegetation_cover,20.0
carchini et al.,habitat characteristics and odonate diversity in mountain ponds of central italy,cag,the apennines; italy,pond,,,vegetation_cover,0.0
carchini et al.,habitat characteristics and odonate diversity in mountain ponds of central italy,cal,the apennines; italy,pond,,,vegetation_cover,0.0
carchini et al.,habitat characteristics and odonate diversity in mountain ponds of central italy,cam,the apennines; italy,pond,,,vegetation_cover,80.0
carchini et al.,habitat characteristics and odonate diversity in mountain ponds of central italy,cap,the apennines; italy,pond,,,vegetation_cover,0.0
carchini et al.,habitat characteristics and odonate diversity in mountain ponds of central italy,cor,the apennines; italy,pond,,,vegetation_cover,0.0
carchini et al.,habitat characteristics and odonate diversity in mountain ponds of central italy,duc,the apennines; italy,pond,,,vegetation_cover,90.0
carchini et al.,habitat characteristics and odonate diversity in mountain ponds of central italy,fil,the apennines; italy,pond,,,vegetation_cover,100.0
carchini et al.,habitat characteristics and odonate diversity in mountain ponds of central italy,fon,the apennines; italy,pond,,,vegetation_cover,100.0
carchini et al.,habitat characteristics and odonate diversity in mountain ponds of central italy,fos,the apennines; italy,pond,,,vegetation_cover,90.0
carchini et al.,habitat characteristics and odonate diversity in mountain ponds of central italy,lag,the apennines; italy,pond,,,vegetation_cover,90.0
carchini et al.,habitat characteristics and odonate diversity in mountain ponds of central italy,mau,the apennines; italy,pond,,,vegetation_cover,100.0
carchini et al.,habitat characteristics and odonate diversity in mountain ponds of central italy,nur,the apennines; italy,pond,,,vegetation_cover,0.0
carchini et al.,habitat characteristics and odonate diversity in mountain ponds of central italy,paa,the apennines; italy,pond,,,vegetation_cover,10.0
carchini et al.,habitat characteristics and odonate diversity in mountain ponds of central italy,pag,the apennines; italy,pond,,,vegetation_cover,10.0
carchini et al.,habitat characteristics and odonate diversity in mountain ponds of central italy,pas,the apennines; italy,pond,,,vegetation_cover,20.0
carchini et al.,habitat characteristics and odonate diversity in mountain ponds of central italy,pbb,the apennines; italy,pond,,,vegetation_cover,20.0
carchini et al.,habitat characteristics and odonate diversity in mountain ponds of central italy,pet,the apennines; italy,pond,,,vegetation_cover,10.0
carchini et al.,habitat characteristics and odonate diversity in mountain ponds of central italy,pra,the apennines; italy,pond,,,vegetation_cover,10.0
carchini et al.,habitat characteristics and odonate diversity in mountain ponds of central italy,ptz,the apennines; italy,pond,,,vegetation_cover,0.0
carchini et al.,habitat characteristics and odonate diversity in mountain ponds of central italy,pzz,the apennines; italy,pond,,,vegetation_cover,10.0
carchini et al.,habitat characteristics and odonate diversity in mountain ponds of central italy,rac,the apennines; italy,pond,,,vegetation_cover,80.0
carchini et al.,habitat characteristics and odonate diversity in mountain ponds of central italy,rva,the apennines; italy,pond,,,vegetation_cover,40.0
carchini et al.,habitat characteristics and odonate diversity in mountain ponds of central italy,rvb,the apennines; italy,pond,,,vegetation_cover,90.0
carchini et al.,habitat characteristics and odonate diversity in mountain ponds of central italy,sec,the apennines; italy,pond,,,vegetation_cover,50.0
carchini et al.,habitat characteristics and odonate diversity in mountain ponds of central italy,ses,the apennines; italy,pond,,,vegetation_cover,20.0
carchini et al.,habitat characteristics and odonate diversity in mountain ponds of central italy,sev,the apennines; italy,pond,,,vegetation_cover,100.0
carchini et al.,habitat characteristics and odonate diversity in mountain ponds of central italy,ter,the apennines; italy,pond,,,vegetation_cover,50.0
solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cg-m1,tyrrhenian coast; central italy,pond,,,vegetation_cover,100.0
solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cg-m2,tyrrhenian coast; central italy,pond,,,vegetation_cover,100.0
solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cg-mc,tyrrhenian coast; central italy,pond,,,vegetation_cover,100.0
solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-c152,tyrrhenian coast; central italy,pond,,,vegetation_cover,0.0
solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-cont,tyrrhenian coast; central italy,pond,,,vegetation_cover,25.0
solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-d3,tyrrhenian coast; central italy,pond,,,vegetation_cover,0.0
solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-gdp,tyrrhenian coast; central italy,pond,,,vegetation_cover,0.0
solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-ort1,tyrrhenian coast; central italy,pond,,,vegetation_cover,100.0
solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-ort2,tyrrhenian coast; central italy,pond,,,vegetation_cover,100.0
solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-pr,tyrrhenian coast; central italy,pond,,,vegetation_cover,100.0
solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-pvd,tyrrhenian coast; central italy,pond,,,vegetation_cover,50.0
