COLUMN_NAME	SAMPLE_TYPE	UNITS	LABEL	FORMABBR	VAR_TYPE	RANGE_HIGH	RANGE_LOW	LEGAL_VALUES	METRIC_TYPE
XRCOV_ANN_PEREN_AC	PLANT	NA	"Mean relative Alien + Cryptogenic ANNUAL, BIENNIAL, PERENNIAL cover (Species with multiple life cycle durations including annual and/or biennial, and perennial)"			100	0		Stressor
XRCOV_ANN_PEREN_NAT	PLANT	NA	"Mean relative Native ANNUAL, BIENNIAL, PERENNIAL cover (Species with multiple life cycle durations including annual and/or biennial, and perennial)"			100	0		Condition
XRCOV_ANNUAL	PLANT	NA	Mean relative ANNUAL cover (Species with annual life cycle duration)			100	0		Condition
XRCOV_ANNUAL_AC	PLANT	NA	Mean relative Alien + Cryptogenic ANNUAL cover (Species with annual life cycle duration)			100	0		Stressor
XRCOV_ANNUAL_NAT	PLANT	NA	Mean relative Native ANNUAL cover (Species with annual life cycle duration)			100	0		Condition
XRCOV_CRYPSPP	PLANT	NA	Mean relative cover of all CRYP species or lowest taxonomic unit across 100-m2 plots as a percentage of total cover			100	0		Stressor
XRCOV_DICOT	PLANT	NA	Mean relative DICOT cover			100	0		Condition
XRCOV_DICOTS_AC	PLANT	NA	Mean relative Alien + Cryptogenic DICOT cover			100	0		Stressor
XRCOV_DICOTS_ALIEN	PLANT	NA	Mean relative Alien DICOT cover			100	0		Stressor
XRCOV_DICOTS_CRYP	PLANT	NA	Mean relative Cryptogenic DICOT cover			100	0		Stressor
XRCOV_DICOTS_NAT	PLANT	NA	Mean relative Native DICOT cover			100	0		Condition
XRCOV_FAC	PLANT	NA	Mean Relative Cover of Facultative  species			100	0		Condition
XRCOV_FACU	PLANT	NA	Mean Relative Cover of Facultative Upland species			100	0		Condition
XRCOV_FACW	PLANT	NA	Mean Relative Cover of Facultative Wetland species			100	0		Condition
XRCOV_FERN	PLANT	NA	Mean relative cover of FERN species			100	0		Condition
XRCOV_FERNS_INTR	PLANT	NA	Mean relative cover of Introducted FERN species			100	0		Stressor
XRCOV_FERNS_NAT	PLANT	NA	Mean relative cover of Native FERN species			100	0		Condition
XRCOV_FLOATING_AQ	VEGTYPE	NA	Relative MeanCover Floating Aquatic Vegetation			100	0		Condition
XRCOV_FORB	PLANT	NA	Mean relative FORB cover			100	0		Condition
XRCOV_FORB_AC	PLANT	NA	Mean relative  ALIEN and Cryptogenic  FORB cover			100	0		Condition
XRCOV_FORB_NAT	PLANT	NA	Mean relative  NATIVE FORB cover			100	0		Condition
XRCOV_GRAMINOID	PLANT	NA	Mean realtive GRAMINOID cover			100	0		Condition
XRCOV_GRAMINOID_AC	PLANT	NA	Mean realtive ALIEN and CRYP GRAMINOID cover			100	0		Stressor
XRCOV_GRAMINOID_NAT	PLANT	NA	Mean realtive NATIVE GRAMINOID cover			100	0		Condition
XRCOV_GYMNOSPERM	PLANT	NA	Mean relative cover of GYMNOSPERM species			100	0		Condition
XRCOV_HERB	PLANT	NA	Mean relative  cover Herbaceous (FORB+GRAMINOID  )			100	0		Condition
XRCOV_HERB_AC	PLANT	NA	Mean relative  ALIEN + CRYP Herbaceous (FORB+GRAMINOID) cover			100	0		Stressor
XRCOV_HERB_NAT	PLANT	NA	Mean relative cover NATIVE Herbaceous (FORB+GRAMINOID)			100	0		Condition
XRCOV_HMED_VEG	VEGTYPE	NA	Relative Cover Vegetation > 5m to 15m tall			100	0		Condition
XRCOV_HORSETAIL	PLANT	NA	Mean relative cover of HORSETAIL species			100	0		Condition
XRCOV_HSEN	PLANT	NA	Relative Mean Cover Highly Sensitive Species; C >=9			100	0		Condition
XRCOV_HTOL	PLANT	NA	Relative Mean Cover Highly Toleraant Species; C<=2			100	0		Condition
XRCOV_INTRSPP	PLANT	NA	Mean relative cover of all INTR species or lowest taxonomic unit across 100-m2 plots as a percentage of total cover			100	0		Stressor
XRCOV_ISEN	PLANT	NA	Relative Mean Cover Intermediate Sensitivity Species C= 5 to 6			100	0		Condition
XRCOV_LIANAS	VEGTYPE	NA	"Relative Cover Lianas, vines, and vascular epiphytes"			100	0		Condition
XRCOV_LYCOPOD	PLANT	NA	Mean relative cover of LYCOPOD species			100	0		Condition
XRCOV_MED_VEG	VEGTYPE	NA	Relative Cover Vegetation  >2m to 5 tall			100	0		Condition
XRCOV_MONOCOT	PLANT	NA	Mean relative cover of MONOCOT species			100	0		Condition
XRCOV_MONOCOTS_AC	PLANT	NA	Mean relative cover of Alien + Cryptogenic MONOCOT species			100	0		Stressor
XRCOV_MONOCOTS_ALIEN	PLANT	NA	Mean relative cover of Alien MONOCOT species			100	0		Stressor
XRCOV_MONOCOTS_CRYP	PLANT	NA	Mean relative cover of Cryptogenic MONOCOT species			100	0		Stressor
XRCOV_MONOCOTS_NAT	PLANT	NA	Mean relative cover of Native MONOCOT species			100	0		Condition
XRCOV_NATSPP	PLANT	NA	Mean relative cover of all Native species or lowest taxonomic unit across 100-m2 plots as a percentage of total cover			100	0		Condition
XRCOV_OBL	PLANT	NA	Mean Relative Cover of Obligate species			100	0		Condition
XRCOV_OBLFACW_AC	PLANT	NA	Mean Relative Cover of Alien + Cryptogenic Obligate and facultative wetland species			100	0		Stressor
XRCOV_PERENNIAL	PLANT	NA	Mean relative PERENNIAL cover (perennial only species)			100	0		Condition
XRCOV_PERENNIAL_AC	PLANT	NA	Mean relative Alien + Cryptogenic PERENNIAL cover (perennial only species)			100	0		Stressor
XRCOV_PERENNIAL_NAT	PLANT	NA	Mean relative Native PERENNIAL cover (perennial only species)			100	0		Condition
XRCOV_SEN	PLANT	NA	Relative  Mean Cover Sensitive Species; C >=7			100	0		Condition
XRCOV_SHRUB	PLANT	NA	Mean relative SHRUB cover			100	0		Condition
XRCOV_SHRUB_COMB	PLANT	NA	"Combined Shrub growth habits (PCTN-SHRUB, PCTN_SSHRUB_SHRUB, PCTN_SSHRUB-FORB) relative  cover"			100	0		Condition
XRCOV_SHRUB_COMB_AC	PLANT	NA	Mean ALIEN and CRYP absolute cover for Combined Shrub growth habits			100	0		Stressor
XRCOV_SHRUB_COMB_NAT	PLANT	NA	Mean native absolute cover of Combined Shrub growth habits			100	0		Condition
XRCOV_SMALL_VEG	VEGTYPE	NA	Relative Cover Vegetation 0.5 to 2m tall			100	0		Condition
XRCOV_SSHRUB_FORB	PLANT	NA	Mean relative SUBSHRUB-FORB cover			100	0		Condition
XRCOV_SSHRUB_SHRUB	PLANT	NA	Mean relative SUBSHRUB-SHRUB cover			100	0		Condition
XRCOV_SUBMERGED_AQ	VEGTYPE	NA	Relative Mean Cover Submerged Aquatic Vegetation			100	0		Condition
XRCOV_TALL_VEG	VEGTYPE	NA	Relative Cover Vegetation > 15m to 30m tall			100	0		Condition
XRCOV_TOL	PLANT	NA	Relative  Mean Cover Tolerant Species; C <= 4			100	0		Condition
XRCOV_TREE	PLANT	NA	Mean relative TREE cover			100	0		Condition
XRCOV_TREE_COMB	PLANT	NA	Combined Tree and Tree_SHRUB relative cover			100	0		Condition
XRCOV_TREE_COMB_AC	PLANT	NA	Combined Alien + Cryptogenic Tree and Tree_SHRUB relative cover			100	0		Stressor
XRCOV_TREE_COMB_NAT	PLANT	NA	Combined Native Tree and Tree_SHRUB relative cover			100	0		Condition
XRCOV_TREE_SHRUB	PLANT	NA	Mean relative TREE-SHRUB cover			100	0		Condition
XRCOV_UPL	PLANT	NA	Mean Relative Cover of UPL species			100	0		Condition
XRCOV_VINE	PLANT	NA	Mean relative VINE cover			100	0		Condition
XRCOV_VINE_AC	PLANT	NA	Mean relative Alien + Cryptogenic VINE cover			100	0		Stressor
XRCOV_VINE_NAT	PLANT	NA	Mean relative Native VINE cover			100	0		Condition
XRCOV_VINE_SHRUB	PLANT	NA	Mean relative VINE-SHRUB			100	0		Condition
XRCOV_VINE_SHRUB_AC	PLANT	NA	Mean ALIEN and CRYP relative VINE-SHRUB cover			100	0		Stressor
XRCOV_VINE_SHRUB_NAT	PLANT	NA	Mean NATIVE relative VINE_SHRUB cover			100	0		Condition
XRCOV_VSMALL_VEG	VEGTYPE	NA	Relative Cover Vegetation < 0.5m tall			100	0		Condition
XRCOV_VTALL_VEG	VEGTYPE	NA	Relative Cover Vegetation > 30m tall			100	0		Condition
XTOTCOV_VASC_STRATA	VEGTYPE	NA	Mean absolute cover of all vascular strata across plots			NA	0		Condition
